purchase_date,category,sub_category,quantity,price,promo_code,total_price,sales_after_promo
2022-10-20,Fashion Pria,Vest Pria,3,319900,GRATIS_ONGKIR,959700,954700
2022-10-20,Fashion Wanita,Blazer Wanita,2,199000,GRATIS_ONGKIR,398000,393000
2022-10-20,Fashion Pria,Jaket Pria,1,130000,NOT_USED,130000,
2022-10-20,Medicine,Obat Alergi,1,278500,NOT_USED,278500,
2022-10-20,Fashion Wanita,Blazer Wanita,3,49400,GRATIS_ONGKIR,148200,143200
2022-10-20,Electronics,Mesin Absensi,3,480000,GRATIS_ONGKIR,1440000,1435000
2022-10-20,Kitchen Equipment,Dispenser Air,1,1830510,NOT_USED,1830510,
2022-10-20,Electronics,Mesin Penghancur Kertas,2,59800,NOT_USED,119600,
2022-10-20,Fashion Pria,Hoodie  Pria,2,74000,NOT_USED,148000,
2022-10-20,Fashion Wanita,Jaket Parka Wanita,3,129270,NOT_USED,387810,
2022-10-20,Medicine,Obat Lainnya,3,50000,GRATIS_ONGKIR,150000,145000
2022-10-21,Fashion Pria,Jaket Pria,3,132500,GRATIS_ONGKIR,397500,392500
2022-10-21,Fashion Wanita,Cardigan Wanita,3,30000,NOT_USED,90000,
2022-10-21,Fashion Wanita,Cardigan Wanita,1,650000,NOT_USED,650000,
2022-10-21,Fashion Pria,Sweater Pria,3,119900,GRATIS_ONGKIR,359700,354700
2022-10-21,Medicine,Obat Herbal,2,275000,GRATIS_ONGKIR,550000,545000
2022-10-21,Medicine,Obat Lainnya,3,98969,NOT_USED,296907,
2022-10-21,Make-up,Bedak Wajah,3,11990,GRATIS_ONGKIR,35970,30970
2022-10-21,Kitchen Equipment,Regulator & Penghemat Gas,3,64000,GRATIS_ONGKIR,192000,187000
2022-10-21,Medicine,Obat Lainnya,2,14800,GRATIS_ONGKIR,29600,24600
2022-10-21,Fashion Pria,Vest Pria,3,75999,NOT_USED,227997,
2022-10-21,Electronics,Mesin Jilid,3,31100,GRATIS_ONGKIR,93300,88300
2022-10-21,Fashion Wanita,Jacket Wanita,1,62400,GRATIS_ONGKIR,62400,57400
2022-10-21,Fashion Pria,Hoodie  Pria,3,150000,NOT_USED,450000,
2022-10-21,Medicine,Obat Sakit Kepala & Demam,2,10000,NOT_USED,20000,
2022-10-21,Make-up,Contour & Bronzer,1,10000,GRATIS_ONGKIR,10000,5000
2022-10-21,Make-up,Cushion,2,19900,NOT_USED,39800,
2022-10-21,Medicine,Obat Bayi,2,159600,GRATIS_ONGKIR,319200,314200
2022-10-21,Fashion Pria,Jaket Pria,3,189900,GRATIS_ONGKIR,569700,564700
2022-10-21,Fashion Pria,Vest Pria,2,85000,NOT_USED,170000,
2022-10-21,Electronics,Laser Pointer,3,159000,NOT_USED,477000,
2022-10-21,Fashion Wanita,Blazer Wanita,3,75900,GRATIS_ONGKIR,227700,222700
2022-10-21,Make-up,Foundation,3,99000,GRATIS_ONGKIR,297000,292000
2022-10-21,Fashion Pria,Jaket Pria,2,140000,GRATIS_ONGKIR,280000,275000
2022-10-22,Fashion Pria,Hoodie  Pria,1,56000,GRATIS_ONGKIR,56000,51000
2022-10-22,Electronics,Mesin Absensi,1,415000,NOT_USED,415000,
2022-10-22,Kitchen Equipment,Sarung Kulkas,3,8950,NOT_USED,26850,
2022-10-22,Make-up,Setting Spray,2,59000,NOT_USED,118000,
2022-10-22,Make-up,Concealer & Color Corrector,1,116250,GRATIS_ONGKIR,116250,111250
2022-10-22,Fashion Wanita,Vest Wanita,2,31500,GRATIS_ONGKIR,63000,58000
2022-10-22,Medicine,Obat Batuk & Pilek,2,24500,NOT_USED,49000,
2022-10-22,Make-up,Cushion,3,178322,NOT_USED,534966,
2022-10-22,Make-up,Cushion,2,178322,GRATIS_ONGKIR,356644,351644
2022-10-22,Make-up,Blush On,1,42660,NOT_USED,42660,
2022-10-22,Kitchen Equipment,Regulator & Penghemat Gas,1,79000,GRATIS_ONGKIR,79000,74000
2022-10-22,Make-up,Cushion,3,168750,NOT_USED,506250,
2022-10-22,Make-up,Bedak Wajah,1,25000,NOT_USED,25000,
2022-10-22,Fashion Pria,Jaket Pria,3,65000,NOT_USED,195000,
2022-10-22,Fashion Wanita,Jacket Wanita,1,46000,GRATIS_ONGKIR,46000,41000
2022-10-22,Medicine,Obat Jantung,3,53864,GRATIS_ONGKIR,161592,156592
2022-10-22,Fashion Wanita,Blazer Wanita,1,57500,NOT_USED,57500,
2022-10-22,Electronics,Mesin Penghancur Kertas,2,699000,GRATIS_ONGKIR,1398000,1393000
2022-10-22,Make-up,Setting Spray,3,157500,GRATIS_ONGKIR,472500,467500
2022-10-22,Fashion Pria,Jaket Pria,3,224000,NOT_USED,672000,
2022-10-22,Fashion Wanita,Cardigan Wanita,1,99000,NOT_USED,99000,
2022-10-22,Electronics,Mesin Penghancur Kertas,3,231000,NOT_USED,693000,
2022-10-22,Fashion Wanita,Hoodie Wanita,3,74800,NOT_USED,224400,
2022-10-22,Fashion Wanita,Vest Wanita,1,54900,GRATIS_ONGKIR,54900,49900
2022-10-22,Kitchen Equipment,Timbangan Dapur,3,299999,NOT_USED,899997,
2022-10-22,Kitchen Equipment,Pompa Galon,2,22000,GRATIS_ONGKIR,44000,39000
2022-10-22,Electronics,Mesin Laminating,3,79950,GRATIS_ONGKIR,239850,234850
2022-10-23,Fashion Wanita,Blazer Wanita,3,675000,GRATIS_ONGKIR,2025000,2020000
2022-10-23,Fashion Wanita,Hoodie Wanita,3,93980,GRATIS_ONGKIR,281940,276940
2022-10-23,Fashion Pria,Hoodie  Pria,2,199999,NOT_USED,399998,
2022-10-23,Kitchen Equipment,Water Purifier,2,449000,GRATIS_ONGKIR,898000,893000
2022-10-23,Fashion Wanita,Hoodie Wanita,3,93980,NOT_USED,281940,
2022-10-23,Make-up,Foundation,2,150000,GRATIS_ONGKIR,300000,295000
2022-10-23,Medicine,Obat Lainnya,3,71700,GRATIS_ONGKIR,215100,210100
2022-10-23,Kitchen Equipment,Timbangan Dapur,3,84750,GRATIS_ONGKIR,254250,249250
2022-10-23,Fashion Wanita,Hoodie Wanita,1,74800,NOT_USED,74800,
2022-10-23,Kitchen Equipment,Regulator & Penghemat Gas,1,103900,GRATIS_ONGKIR,103900,98900
2022-10-23,Kitchen Equipment,Pompa Galon,2,37990,GRATIS_ONGKIR,75980,70980
2022-10-23,Fashion Wanita,Blazer Wanita,1,170050,NOT_USED,170050,
2022-10-23,Kitchen Equipment,Rak Dapur,3,22900,NOT_USED,68700,
2022-10-23,Kitchen Equipment,Timbangan Dapur,2,199000,GRATIS_ONGKIR,398000,393000
2022-10-23,Kitchen Equipment,Regulator & Penghemat Gas,2,160000,GRATIS_ONGKIR,320000,315000
2022-10-23,Kitchen Equipment,Timbangan Dapur,1,31000,NOT_USED,31000,
2022-10-23,Electronics,Mesin Jilid,2,52700,GRATIS_ONGKIR,105400,100400
2022-10-23,Make-up,Setting Spray,3,72680,NOT_USED,218040,
2022-10-23,Fashion Pria,Jaket Pria,3,125000,NOT_USED,375000,
2022-10-23,Make-up,Face Primer,1,39000,NOT_USED,39000,
2022-10-23,Make-up,Bedak Wajah,2,77250,NOT_USED,154500,
2022-10-23,Kitchen Equipment,Timbangan Dapur,1,299999,NOT_USED,299999,
2022-10-23,Fashion Pria,Jaket Pria,1,129000,NOT_USED,129000,
2022-10-23,Kitchen Equipment,Timbangan Dapur,1,199000,NOT_USED,199000,
2022-10-23,Make-up,Bedak Wajah,1,29640,NOT_USED,29640,
2022-10-23,Fashion Pria,Hoodie  Pria,2,199999,GRATIS_ONGKIR,399998,394998
2022-10-23,Fashion Wanita,Jacket Wanita,1,65000,NOT_USED,65000,
2022-10-23,Fashion Pria,Sweater Pria,3,72500,GRATIS_ONGKIR,217500,212500
2022-10-23,Fashion Pria,Jaket Pria,2,229000,GRATIS_ONGKIR,458000,453000
2022-10-24,Electronics,Mesin Hitung Uang,2,1099900,NOT_USED,2199800,
2022-10-24,Fashion Pria,Jaket Pria,3,64500,NOT_USED,193500,
2022-10-24,Electronics,Mesin Absensi,2,19000,NOT_USED,38000,
2022-10-24,Kitchen Equipment,Dispenser Air,1,205000,NOT_USED,205000,
2022-10-24,Kitchen Equipment,Timbangan Dapur,1,30600,NOT_USED,30600,
2022-10-24,Kitchen Equipment,Water Purifier,2,2850000,NOT_USED,5700000,
2022-10-24,Fashion Pria,Hoodie  Pria,3,229999,GRATIS_ONGKIR,689997,684997
2022-10-24,Kitchen Equipment,Regulator & Penghemat Gas,3,65500,NOT_USED,196500,
2022-10-24,Fashion Pria,Hoodie  Pria,3,199999,NOT_USED,599997,
2022-10-24,Medicine,Obat Lainnya,1,246500,GRATIS_ONGKIR,246500,241500
2022-10-24,Fashion Pria,Jaket Pria,3,100000,NOT_USED,300000,
2022-10-24,Fashion Wanita,Hoodie Wanita,3,97000,NOT_USED,291000,
2022-10-24,Medicine,Obat Sakit Kepala & Demam,3,12125,GRATIS_ONGKIR,36375,31375
2022-10-24,Electronics,Layar Proyektor,2,99000,NOT_USED,198000,
2022-10-24,Kitchen Equipment,Dispenser Air,3,1449000,NOT_USED,4347000,
2022-10-24,Medicine,Obat Kulit,3,168999,GRATIS_ONGKIR,506997,501997
2022-10-24,Electronics,Laser Pointer,1,56000,NOT_USED,56000,
2022-10-24,Electronics,Mesin Kasir,1,898000,GRATIS_ONGKIR,898000,893000
2022-10-24,Electronics,Laser Pointer,3,55000,GRATIS_ONGKIR,165000,160000
2022-10-24,Electronics,Mesin Laminating,1,78790,NOT_USED,78790,
2022-10-24,Kitchen Equipment,Pompa Galon,3,24900,NOT_USED,74700,
2022-10-24,Medicine,Obat Herbal,1,84645,NOT_USED,84645,
2022-10-24,Electronics,Mesin Kasir,3,2050000,GRATIS_ONGKIR,6150000,6145000
2022-10-24,Fashion Pria,Jaket Pria,3,64500,GRATIS_ONGKIR,193500,188500
2022-10-25,Electronics,Kartu RFID,2,130000,NOT_USED,260000,
2022-10-25,Medicine,Obat Herbal,2,275000,GRATIS_ONGKIR,550000,545000
2022-10-25,Fashion Pria,Coat Pria,3,193800,NOT_USED,581400,
2022-10-25,Make-up,Concealer & Color Corrector,2,35200,NOT_USED,70400,
2022-10-25,Electronics,LED Proyektor,2,2920000,GRATIS_ONGKIR,5840000,5835000
2022-10-25,Make-up,Face Primer,1,53000,GRATIS_ONGKIR,53000,48000
2022-10-25,Fashion Wanita,Cardigan Wanita,2,99000,NOT_USED,198000,
2022-10-25,Medicine,Obat Sakit Kepala & Demam,1,7500,GRATIS_ONGKIR,7500,2500
2022-10-25,Medicine,Obat Batuk & Pilek,3,21500,NOT_USED,64500,
2022-10-25,Fashion Wanita,Vest Wanita,3,150000,GRATIS_ONGKIR,450000,445000
2022-10-25,Electronics,Laser Pointer,3,39900,GRATIS_ONGKIR,119700,114700
2022-10-25,Electronics,Mesin Penghancur Kertas,2,231000,NOT_USED,462000,
2022-10-25,Fashion Pria,Hoodie  Pria,2,4999000,NOT_USED,9998000,
2022-10-25,Kitchen Equipment,Regulator & Penghemat Gas,1,97500,NOT_USED,97500,
2022-10-25,Fashion Pria,Jaket Pria,3,64500,GRATIS_ONGKIR,193500,188500
2022-10-25,Electronics,Mesin Kasir,2,260000,GRATIS_ONGKIR,520000,515000
2022-10-25,Kitchen Equipment,Timbangan Dapur,2,299999,NOT_USED,599998,
2022-10-25,Electronics,Mesin Jilid,2,100000,NOT_USED,200000,
2022-10-25,Electronics,Mesin Penghancur Kertas,3,231000,NOT_USED,693000,
2022-10-25,Fashion Wanita,Coat Wanita,3,220000,NOT_USED,660000,
2022-10-25,Make-up,Cushion,3,178322,GRATIS_ONGKIR,534966,529966
2022-10-25,Medicine,Obat Lainnya,1,23214,GRATIS_ONGKIR,23214,18214
2022-10-25,Make-up,Face Primer,2,53000,NOT_USED,106000,
2022-10-25,Electronics,Laser Pointer,1,169000,GRATIS_ONGKIR,169000,164000
2022-10-25,Electronics,LED Proyektor,1,1515000,NOT_USED,1515000,
2022-10-25,Electronics,Kartu RFID,3,1350,GRATIS_ONGKIR,4050,-950
2022-10-25,Kitchen Equipment,Pompa Galon,2,110000,GRATIS_ONGKIR,220000,215000
2022-10-25,Fashion Pria,Coat Pria,3,295850,GRATIS_ONGKIR,887550,882550
2022-10-25,Fashion Wanita,Cardigan Wanita,2,99000,GRATIS_ONGKIR,198000,193000
2022-10-25,Medicine,Obat Lainnya,2,23214,NOT_USED,46428,
2022-10-25,Kitchen Equipment,Regulator & Penghemat Gas,1,61600,NOT_USED,61600,
2022-10-25,Medicine,Obat Lainnya,3,71700,GRATIS_ONGKIR,215100,210100
2022-10-25,Electronics,Laser Pointer,2,55000,NOT_USED,110000,
2022-10-25,Fashion Pria,Jaket Pria,1,95000,NOT_USED,95000,
2022-10-25,Make-up,BB cream,1,19500,NOT_USED,19500,
2022-10-25,Kitchen Equipment,Regulator & Penghemat Gas,3,104000,GRATIS_ONGKIR,312000,307000
2022-10-25,Medicine,Obat Herbal,2,65873,GRATIS_ONGKIR,131746,126746
2022-10-26,Make-up,Foundation,2,98750,NOT_USED,197500,
2022-10-26,Medicine,Obat Asma,1,93000,NOT_USED,93000,
2022-10-26,Kitchen Equipment,Timbangan Dapur,3,30999,NOT_USED,92997,
2022-10-26,Fashion Pria,Jaket Pria,2,128000,GRATIS_ONGKIR,256000,251000
2022-10-26,Kitchen Equipment,Timbangan Dapur,1,29900,GRATIS_ONGKIR,29900,24900
2022-10-26,Electronics,Laser Pointer,3,169000,NOT_USED,507000,
2022-10-26,Make-up,Bedak Wajah,1,25000,NOT_USED,25000,
2022-10-26,Medicine,Obat Lainnya,1,112500,NOT_USED,112500,
2022-10-26,Medicine,Obat Herbal,1,115999,GRATIS_ONGKIR,115999,110999
2022-10-26,Make-up,Face Primer,1,39000,NOT_USED,39000,
2022-10-26,Electronics,LED Proyektor,3,59900,GRATIS_ONGKIR,179700,174700
2022-10-26,Medicine,Obat Kulit,2,175000,GRATIS_ONGKIR,350000,345000
2022-10-26,Medicine,Obat Herbal,3,145000,GRATIS_ONGKIR,435000,430000
2022-10-26,Kitchen Equipment,Pompa Galon,1,110000,GRATIS_ONGKIR,110000,105000
2022-10-26,Fashion Pria,Hoodie  Pria,1,199999,NOT_USED,199999,
2022-10-26,Make-up,Setting Spray,1,72680,NOT_USED,72680,
2022-10-26,Make-up,Face Primer,2,84150,NOT_USED,168300,
2022-10-26,Kitchen Equipment,Pompa Galon,3,59900,GRATIS_ONGKIR,179700,174700
2022-10-26,Kitchen Equipment,Timbangan Dapur,1,218000,NOT_USED,218000,
2022-10-26,Kitchen Equipment,Timbangan Dapur,1,218000,NOT_USED,218000,
2022-10-26,Electronics,Mesin Penghancur Kertas,1,231000,NOT_USED,231000,
2022-10-26,Make-up,Face Primer,2,84150,NOT_USED,168300,
2022-10-26,Medicine,Obat Batuk & Pilek,3,69900,NOT_USED,209700,
2022-10-26,Kitchen Equipment,Regulator & Penghemat Gas,3,160000,NOT_USED,480000,
2022-10-26,Electronics,Mesin Jilid,3,525,GRATIS_ONGKIR,1575,-3425
2022-10-26,Fashion Pria,Vest Pria,3,85000,NOT_USED,255000,
2022-10-26,Medicine,Obat Alergi,3,26750,GRATIS_ONGKIR,80250,75250
2022-10-26,Make-up,Cushion,2,19900,GRATIS_ONGKIR,39800,34800
2022-10-27,Fashion Wanita,Cardigan Wanita,1,55000,GRATIS_ONGKIR,55000,50000
2022-10-27,Fashion Wanita,Hoodie Wanita,3,141000,GRATIS_ONGKIR,423000,418000
2022-10-27,Medicine,Obat Jantung,2,39001,NOT_USED,78002,
2022-10-27,Fashion Pria,Jaket Pria,2,169000,NOT_USED,338000,
2022-10-27,Make-up,Concealer & Color Corrector,3,22900,NOT_USED,68700,
2022-10-27,Fashion Wanita,Blazer Wanita,1,109000,NOT_USED,109000,
2022-10-27,Electronics,Mesin Jilid,3,23500,NOT_USED,70500,
2022-10-27,Medicine,Obat Sakit Kepala & Demam,1,15700,GRATIS_ONGKIR,15700,10700
2022-10-27,Fashion Wanita,Blazer Wanita,3,57500,GRATIS_ONGKIR,172500,167500
2022-10-27,Kitchen Equipment,Dispenser Air,2,1830510,NOT_USED,3661020,
2022-10-27,Electronics,Mesin Jilid,2,52700,GRATIS_ONGKIR,105400,100400
2022-10-27,Fashion Pria,Jaket Pria,3,129000,GRATIS_ONGKIR,387000,382000
2022-10-27,Fashion Pria,Coat Pria,3,193800,NOT_USED,581400,
2022-10-27,Make-up,Cushion,1,157250,GRATIS_ONGKIR,157250,152250
2022-10-27,Medicine,Obat Herbal,3,120000,GRATIS_ONGKIR,360000,355000
2022-10-27,Make-up,Blush On,3,42660,GRATIS_ONGKIR,127980,122980
2022-10-27,Kitchen Equipment,Pompa Galon,1,22000,NOT_USED,22000,
2022-10-27,Electronics,Mesin Absensi,1,17500,GRATIS_ONGKIR,17500,12500
2022-10-27,Fashion Pria,Jaket Pria,3,132500,NOT_USED,397500,
2022-10-27,Kitchen Equipment,Regulator & Penghemat Gas,1,60000,NOT_USED,60000,
2022-10-27,Electronics,Mesin Kasir,1,260000,GRATIS_ONGKIR,260000,255000
2022-10-27,Make-up,Cushion,2,98750,GRATIS_ONGKIR,197500,192500
2022-10-27,Medicine,Obat Alergi,3,25260,GRATIS_ONGKIR,75780,70780
2022-10-27,Kitchen Equipment,Pompa Galon,2,22000,GRATIS_ONGKIR,44000,39000
2022-10-27,Make-up,Bedak Wajah,3,29640,NOT_USED,88920,
2022-10-27,Fashion Wanita,Cardigan Wanita,1,62400,NOT_USED,62400,
2022-10-27,Make-up,Bedak Wajah,1,77250,GRATIS_ONGKIR,77250,72250
2022-10-27,Fashion Wanita,Jaket Parka Wanita,3,78000,GRATIS_ONGKIR,234000,229000
2022-10-27,Fashion Wanita,Hoodie Wanita,3,56900,NOT_USED,170700,
2022-10-27,Kitchen Equipment,Timbangan Dapur,2,52000,GRATIS_ONGKIR,104000,99000
2022-10-27,Electronics,Mesin Kasir,1,499000,NOT_USED,499000,
2022-10-27,Electronics,Mesin Hitung Uang,2,1990000,GRATIS_ONGKIR,3980000,3975000
2022-10-27,Fashion Wanita,Jacket Wanita,1,155000,NOT_USED,155000,
2022-10-27,Fashion Pria,Jaket Pria,3,119000,NOT_USED,357000,
2022-10-28,Electronics,LED Proyektor,1,1515000,NOT_USED,1515000,
2022-10-28,Fashion Wanita,Vest Wanita,3,35500,GRATIS_ONGKIR,106500,101500
2022-10-28,Fashion Pria,Jaket Pria,3,205000,NOT_USED,615000,
2022-10-28,Electronics,Kartu RFID,3,1350,NOT_USED,4050,
2022-10-28,Fashion Wanita,Blazer Wanita,2,57500,GRATIS_ONGKIR,115000,110000
2022-10-28,Fashion Pria,Jaket Pria,3,140000,GRATIS_ONGKIR,420000,415000
2022-10-28,Electronics,Mesin Hitung Uang,2,894000,GRATIS_ONGKIR,1788000,1783000
2022-10-28,Medicine,Obat Alergi,1,278500,NOT_USED,278500,
2022-10-28,Medicine,Obat Sakit Kepala & Demam,3,8622,NOT_USED,25866,
2022-10-28,Electronics,Laser Pointer,2,47888,GRATIS_ONGKIR,95776,90776
2022-10-28,Kitchen Equipment,Timbangan Dapur,3,299999,GRATIS_ONGKIR,899997,894997
2022-10-28,Fashion Wanita,Blazer Wanita,3,65000,NOT_USED,195000,
2022-10-28,Fashion Wanita,Blazer Wanita,3,139000,NOT_USED,417000,
2022-10-28,Electronics,Mesin Kasir,1,898000,NOT_USED,898000,
2022-10-28,Fashion Wanita,Cardigan Wanita,2,55000,NOT_USED,110000,
2022-10-28,Electronics,Mesin Absensi,1,17500,GRATIS_ONGKIR,17500,12500
2022-10-28,Make-up,Foundation,2,49875,GRATIS_ONGKIR,99750,94750
2022-10-28,Medicine,Obat Kulit,1,175000,NOT_USED,175000,
2022-10-28,Electronics,Mesin Jilid,2,23500,GRATIS_ONGKIR,47000,42000
2022-10-28,Medicine,Obat Herbal,3,170000,NOT_USED,510000,
2022-10-28,Fashion Wanita,Jacket Wanita,2,56900,GRATIS_ONGKIR,113800,108800
2022-10-28,Make-up,Cushion,3,135100,NOT_USED,405300,
2022-10-28,Make-up,Cushion,1,98750,NOT_USED,98750,
2022-10-28,Kitchen Equipment,Regulator & Penghemat Gas,1,161999,NOT_USED,161999,
2022-10-28,Fashion Wanita,Blazer Wanita,1,125000,GRATIS_ONGKIR,125000,120000
2022-10-28,Electronics,Mesin Kasir,1,499000,GRATIS_ONGKIR,499000,494000
2022-10-28,Electronics,Mesin Kasir,3,3550000,GRATIS_ONGKIR,10650000,10645000
2022-10-28,Make-up,Cushion,2,135100,GRATIS_ONGKIR,270200,265200
2022-10-28,Kitchen Equipment,Timbangan Dapur,3,29900,GRATIS_ONGKIR,89700,84700
2022-10-28,Make-up,Highlighter,3,76000,NOT_USED,228000,
2022-10-28,Medicine,Obat Kulit,1,168999,NOT_USED,168999,
2022-10-28,Electronics,Mesin Absensi,3,440000,NOT_USED,1320000,
2022-10-28,Medicine,Obat Alergi,1,27887,NOT_USED,27887,
2022-10-28,Kitchen Equipment,Timbangan Dapur,2,30600,GRATIS_ONGKIR,61200,56200
2022-10-28,Electronics,Laser Pointer,2,115000,GRATIS_ONGKIR,230000,225000
2022-10-28,Kitchen Equipment,Dispenser Air,1,125000,GRATIS_ONGKIR,125000,120000
2022-10-28,Medicine,Obat Lainnya,1,21724,NOT_USED,21724,
2022-10-28,Electronics,Mesin Absensi,3,480000,NOT_USED,1440000,
2022-10-29,Electronics,Mesin Hitung Uang,1,64000,NOT_USED,64000,
2022-10-29,Medicine,Obat Batuk & Pilek,3,21500,GRATIS_ONGKIR,64500,59500
2022-10-29,Medicine,Obat Herbal,2,115999,NOT_USED,231998,
2022-10-29,Medicine,Obat Herbal,2,85000,GRATIS_ONGKIR,170000,165000
2022-10-29,Fashion Pria,Vest Pria,3,239400,GRATIS_ONGKIR,718200,713200
2022-10-29,Kitchen Equipment,Pompa Galon,3,79900,GRATIS_ONGKIR,239700,234700
2022-10-29,Make-up,Foundation,1,99000,NOT_USED,99000,
2022-10-29,Fashion Pria,Vest Pria,3,78999,GRATIS_ONGKIR,236997,231997
2022-10-29,Medicine,Obat Batuk & Pilek,3,25500,GRATIS_ONGKIR,76500,71500
2022-10-29,Fashion Wanita,Hoodie Wanita,3,97000,GRATIS_ONGKIR,291000,286000
2022-10-29,Kitchen Equipment,Rak Dapur,3,169000,GRATIS_ONGKIR,507000,502000
2022-10-29,Fashion Pria,Jaket Pria,2,112950,GRATIS_ONGKIR,225900,220900
2022-10-29,Make-up,Foundation,2,147420,NOT_USED,294840,
2022-10-29,Fashion Wanita,Jacket Wanita,3,65000,GRATIS_ONGKIR,195000,190000
2022-10-29,Medicine,Obat Sakit Kepala & Demam,3,7000,GRATIS_ONGKIR,21000,16000
2022-10-29,Electronics,Mesin Laminating,1,78790,GRATIS_ONGKIR,78790,73790
2022-10-29,Fashion Wanita,Blazer Wanita,1,139000,NOT_USED,139000,
2022-10-29,Kitchen Equipment,Pompa Galon,2,9900,NOT_USED,19800,
2022-10-29,Electronics,Mesin Penghancur Kertas,2,231000,GRATIS_ONGKIR,462000,457000
2022-10-29,Kitchen Equipment,Regulator & Penghemat Gas,2,161999,NOT_USED,323998,
2022-10-29,Fashion Wanita,Vest Wanita,3,45500,NOT_USED,136500,
2022-10-29,Fashion Pria,Jaket Pria,2,125000,GRATIS_ONGKIR,250000,245000
2022-10-29,Kitchen Equipment,Pompa Galon,1,37990,GRATIS_ONGKIR,37990,32990
2022-10-29,Fashion Pria,Sweater Pria,2,119900,GRATIS_ONGKIR,239800,234800
2022-10-29,Electronics,Mesin Penghancur Kertas,3,490000,NOT_USED,1470000,
2022-10-29,Fashion Wanita,Cardigan Wanita,3,99000,NOT_USED,297000,
2022-10-29,Electronics,Kartu RFID,1,1670,NOT_USED,1670,
2022-10-29,Make-up,Blush On,1,53000,NOT_USED,53000,
2022-10-29,Fashion Wanita,Coat Wanita,3,220000,GRATIS_ONGKIR,660000,655000
2022-10-30,Kitchen Equipment,Pompa Galon,1,59000,GRATIS_ONGKIR,59000,54000
2022-10-30,Fashion Wanita,Blazer Wanita,1,37500,NOT_USED,37500,
2022-10-30,Make-up,Face Primer,3,179000,NOT_USED,537000,
2022-10-30,Electronics,LED Proyektor,2,59900,GRATIS_ONGKIR,119800,114800
2022-10-30,Electronics,Laser Pointer,1,107000,GRATIS_ONGKIR,107000,102000
2022-10-30,Fashion Wanita,Blazer Wanita,3,162500,NOT_USED,487500,
2022-10-30,Medicine,Obat Diabetes,3,195000,GRATIS_ONGKIR,585000,580000
2022-10-30,Fashion Pria,Jaket Pria,1,125000,NOT_USED,125000,
2022-10-30,Medicine,Obat Sakit Kepala & Demam,1,8622,NOT_USED,8622,
2022-10-30,Medicine,Obat Alergi,1,33343,NOT_USED,33343,
2022-10-30,Kitchen Equipment,Regulator & Penghemat Gas,2,64000,NOT_USED,128000,
2022-10-30,Electronics,Mesin Jilid,1,31100,GRATIS_ONGKIR,31100,26100
2022-10-30,Fashion Pria,Jaket Pria,3,125100,NOT_USED,375300,
2022-10-30,Electronics,Mesin Jilid,3,52700,GRATIS_ONGKIR,158100,153100
2022-10-30,Make-up,Setting Spray,2,157500,GRATIS_ONGKIR,315000,310000
2022-10-30,Make-up,Face Primer,2,179000,GRATIS_ONGKIR,358000,353000
2022-10-30,Make-up,Bedak Wajah,1,159000,GRATIS_ONGKIR,159000,154000
2022-10-30,Make-up,Bedak Wajah,3,137000,GRATIS_ONGKIR,411000,406000
2022-10-30,Fashion Wanita,Blazer Wanita,1,65000,NOT_USED,65000,
2022-10-30,Make-up,Bedak Wajah,3,25000,GRATIS_ONGKIR,75000,70000
2022-10-30,Fashion Wanita,Vest Wanita,2,35500,GRATIS_ONGKIR,71000,66000
2022-10-30,Medicine,Obat Alergi,2,26750,GRATIS_ONGKIR,53500,48500
2022-10-30,Kitchen Equipment,Regulator & Penghemat Gas,3,65500,NOT_USED,196500,
2022-10-30,Fashion Wanita,Jaket Parka Wanita,3,129270,NOT_USED,387810,
2022-10-30,Electronics,Mesin Kasir,3,3550000,GRATIS_ONGKIR,10650000,10645000
2022-10-30,Make-up,Foundation,2,135290,GRATIS_ONGKIR,270580,265580
2022-10-30,Medicine,Obat Lainnya,1,129500,GRATIS_ONGKIR,129500,124500
2022-10-30,Make-up,Bedak Wajah,2,24225,GRATIS_ONGKIR,48450,43450
2022-10-30,Kitchen Equipment,Timbangan Dapur,1,149000,GRATIS_ONGKIR,149000,144000
2022-10-30,Fashion Pria,Jaket Pria,1,119900,GRATIS_ONGKIR,119900,114900
2022-10-30,Electronics,Mesin Hitung Uang,2,894000,GRATIS_ONGKIR,1788000,1783000
2022-10-30,Fashion Wanita,Cardigan Wanita,2,105000,NOT_USED,210000,
2022-10-30,Electronics,Mesin Absensi,3,480000,NOT_USED,1440000,
2022-10-30,Make-up,Concealer & Color Corrector,1,35200,NOT_USED,35200,
2022-10-30,Electronics,Kartu RFID,3,1350,NOT_USED,4050,
2022-10-30,Kitchen Equipment,Water Purifier,2,2850000,NOT_USED,5700000,
2022-10-31,Kitchen Equipment,Timbangan Dapur,3,55000,GRATIS_ONGKIR,165000,160000
2022-10-31,Make-up,Bedak Wajah,1,27000,NOT_USED,27000,
2022-10-31,Fashion Pria,Jaket Pria,3,229000,NOT_USED,687000,
2022-10-31,Kitchen Equipment,Pompa Galon,2,61500,NOT_USED,123000,
2022-10-31,Fashion Pria,Hoodie  Pria,3,192900,NOT_USED,578700,
2022-10-31,Fashion Wanita,Sweater Wanita,2,42000,NOT_USED,84000,
2022-10-31,Fashion Pria,Jaket Pria,3,125000,NOT_USED,375000,
2022-10-31,Fashion Wanita,Cardigan Wanita,3,30000,NOT_USED,90000,
